second,bits,complete_second
1662,52082768,True
1663,51973128,True
1664,49443536,True
1665,47510976,True
1666,39538096,True
1667,44726448,True
1668,45500192,True
1669,47847744,True
1670,50468280,True
1671,50365928,True
1672,45685168,True
1673,51619136,True
1674,51015704,True
1675,48380568,True
1676,49619816,True
1677,48747984,True
1678,54885936,True
1679,47057520,True
1680,49728992,True
1681,50083512,True
1682,49269632,True
1683,50703904,True
1684,48474312,True
1685,52990032,True
1686,60437600,True
1687,64264728,True
1688,46057976,True
1689,51387496,True
1690,49393776,True
1691,53110480,True
1692,48143608,True
1693,51086440,True
1694,49309296,True
1695,48168552,True
1696,48183464,True
1697,39328888,True
1698,39847672,True
1699,51391512,True
1700,49405176,True
1701,47345024,True
1702,50818896,True
1703,52663312,True
1704,46735136,True
1705,51026576,True
1706,54169088,True
1707,47809064,True
1708,48938520,True
1709,47430040,True
1710,51000408,True
1711,48766256,True
1712,53931672,True
1713,49412224,True
1714,48641680,True
1715,50792704,True
1716,50455008,True
1717,49161696,True
1718,56168656,True
1719,49013760,True
1720,45027560,True
1721,48340568,True
1722,50677288,True
1723,48499744,True
1724,49052032,True
1725,54818960,True
1726,45854896,True
1727,51664312,True
1728,54036864,True
1729,47358072,True
1730,48827672,True
1731,51865144,True
1732,51187160,True
1733,49975704,True
1734,49228264,True
1735,48980688,True
1736,55685200,True
1737,47042576,True
1738,46167712,True
1739,48951520,True
1740,49601520,True
1741,53175672,True
1742,52159296,True
1743,51762168,True
1744,44423456,True
1745,50507368,True
1746,49324504,True
1747,54936672,True
1748,45077048,True
1749,49627632,True
1750,49992352,True
1751,51531280,True
1752,51809544,True
1753,53125624,True
1754,44018088,True
1755,49566824,True
1756,50460608,True
1757,50957112,True
1758,47880640,True
1759,52279224,True
1760,49782560,True
1761,49875528,True
1762,49488648,True
1763,50586600,True
1764,50696648,True
1765,51163552,True
1766,53426736,True
1767,44835200,True
1768,51889200,True
1769,53016736,True
1770,43207248,True
1771,54108384,True
1772,51033056,True
1773,50199312,True
1774,49203984,True
1775,50773960,True
1776,52643200,True
1777,42436992,True
1778,50303600,True
1779,55558304,True
1780,50849520,True
1781,43837080,True
1782,55222792,True
1783,44350184,True
1784,54158880,True
1785,52332128,True
1786,43817496,True
1787,54220552,True
1788,54609136,True
1789,41550272,True
1790,54862192,True
1791,49709688,True
1792,46776888,True
1793,48822504,True
1794,49289136,True
1795,55309936,True
1796,45807192,True
1797,50312088,True
1798,48572872,True
1799,50680648,True
1800,48052216,True
1801,49165424,True
1802,50401768,True
1803,54335608,True
1804,53953408,True
1805,50012568,True
1806,42011600,True
1807,52545616,True
1808,55290536,True
1809,51979440,True
1810,41658496,True
1811,54851016,True
1812,53448608,True
1813,50229224,True
1814,41422208,True
1815,48755872,True
1816,60649304,True
1817,47436936,True
1818,43001768,True
1819,50822528,True
1820,54331688,True
1821,53907160,True
1822,41615976,True
1823,55937168,True
1824,43423824,True
1825,55525632,True
1826,45278144,True
1827,54704160,True
1828,50068592,True
1829,53312592,True
1830,50741032,True
1831,41403000,True
1832,49281216,True
1833,54161960,True
1834,52812640,True
1835,42153704,True
1836,54639736,True
1837,53185480,True
1838,49777016,True
1839,50124280,True
1840,63094720,True
1841,40281360,True
1842,48800096,True
1843,42678424,True
1844,47656896,True
1845,50470288,True
1846,57055608,True
1847,55696304,True
1848,46020328,True
1849,49467536,True
1850,42851560,True
1851,59360704,True
1852,48826832,True
1853,51721368,True
1854,48073600,True
1855,49976112,True
1856,50247680,True
1857,43594112,True
1858,45940296,True
1859,49368856,True
1860,48876000,True
1861,57639752,True
1862,46442024,True
1863,49190944,True
1864,57604848,True
1865,51209168,True
1866,47984568,True
1867,52192888,True
1868,41828608,True
1869,46975008,True
1870,51190728,True
1871,53041672,True
1872,51389120,True
1873,53613296,True
1874,44423792,True
1875,48272224,True
1876,55630232,True
1877,50343872,True
1878,51350000,True
1879,43768552,True
1880,46943232,True
1881,56650464,True
1882,47118824,True
1883,48334640,True
1884,48642496,True
1885,49241832,True
1886,57998816,True
1887,45163016,True
1888,55813832,True
1889,46144152,True
1890,45787056,True
1891,55626816,True
1892,45734184,True
1893,56221664,True
1894,50007376,True
1895,44475928,True
1896,53042488,True
1897,52860024,True
1898,53028840,True
1899,57353280,True
1900,52964368,True
1901,35553144,True
1902,58490432,True
1903,41319904,True
1904,50107952,True
1905,50385112,True
1906,50422360,True
1907,49730360,True
1908,49761456,True
1909,47819104,True
1910,46049608,True
1911,55868344,True
1912,45221144,True
1913,55523368,True
1914,49477312,True
1915,45936184,True
1916,48491008,True
1917,51320616,True
1918,52225624,True
1919,50841800,True
1920,52761960,True
1921,47200224,True
1922,48927192,True
1923,51583992,True
1924,49671136,True
1925,45003064,True
1926,49817560,True
1927,49799144,True
1928,53576408,True
1929,50199752,True
1930,51390064,True
1931,48031144,True
1932,57693616,True
1933,43362032,True
1934,50061936,True
1935,48265776,True
1936,52641328,True
1937,49138736,True
1938,50749008,True
1939,47018856,True
1940,50083048,True
1941,50051224,True
1942,51696088,True
1943,52097024,True
1944,49342248,True
1945,50968312,True
1946,48997576,True
1947,35458288,False
