second,bits,complete_second
0,190913472,True
1,171711408,True
2,189244320,True
3,161529360,True
4,154794432,True
5,138051376,True
6,145957472,True
7,152603760,True
8,155573136,True
9,165282832,True
10,151054056,True
11,153368008,True
12,165171256,True
13,159938848,True
14,154920544,True
15,162342368,True
16,156322384,True
17,158800208,True
18,163183080,True
19,155499896,True
20,171005896,True
21,152656904,True
22,122080128,True
23,56806424,False
